win;survivors;average;best;bestever
0;0;72177.6;1.06352e+06;1.06352e+06
1;2;749944;1.25544e+06;1.25544e+06
1;10;811400;1.2364e+06;1.25544e+06
0;0;751321;1.23206e+06;1.25544e+06
1;13;932667;1.33464e+06;1.33464e+06
0;0;865452;1.30752e+06;1.33464e+06
0;0;954600;1.30963e+06;1.33464e+06
1;11;1.07081e+06;1.32981e+06;1.33464e+06
1;12;1.0034e+06;1.25472e+06;1.33464e+06
1;6;1.07049e+06;1.35236e+06;1.35236e+06
1;8;1.12481e+06;1.28649e+06;1.35236e+06
1;13;1.07677e+06;1.27647e+06;1.35236e+06
1;13;1.08737e+06;1.28269e+06;1.35236e+06
1;12;1.08155e+06;1.27128e+06;1.35236e+06
1;10;1.07432e+06;1.28426e+06;1.35236e+06
1;12;1.0807e+06;1.25093e+06;1.35236e+06
1;12;1.1271e+06;1.28747e+06;1.35236e+06
1;10;1.14984e+06;1.31926e+06;1.35236e+06
1;11;1.00831e+06;1.32636e+06;1.35236e+06
1;5;1.10757e+06;1.33061e+06;1.35236e+06
